,Year,Runtime (Minutes),Rating,Votes,Metascore,Revenue (Millions),imdb_avg_cast_pts,yga_avg_cast_rank,imdb_avg_director_pts,yga_avg_director_rank,genre_avg_rank,revenue_groups
828,2013,132,7.2,93322,0.0,116.63,14527.333333333334,228.66666666666666,2878,67,8.0,4
829,2016,91,5.6,3990,48.0,0.03,6776.0,265.5,0,0,6.0,1
830,2013,100,4.9,166512,33.0,60.52,21077.0,772.6666666666666,18353,30,2.6666666666666665,3
831,2016,80,6.1,2417,69.0,0.15,0.0,0.0,0,0,1.0,1
832,2015,105,7.8,92076,74.0,6.74,0.0,1289.0,0,0,3.5,1
833,2011,115,7.3,211348,84.0,82.62,32756.0,553.5,8066,130,3.5,3
834,2010,146,4.3,62403,27.0,95.33,4156.5,643.5,0,0,6.0,3
835,2013,95,7.2,65653,61.0,1.29,0.0,0.0,0,0,2.6666666666666665,1
836,2008,105,6.4,173731,43.0,36.06,22261.5,623.5,0,0,4.666666666666667,2
837,2014,94,6.2,81823,36.0,26.05,4577.0,691.0,0,0,7.5,2
838,2010,100,5.2,84158,32.0,40.17,5289.0,613.5,0,0,7.333333333333333,2
839,2012,109,7.7,192190,68.0,40.98,30967.0,469.3333333333333,10153,0,6.333333333333333,2
840,2014,117,6.2,73567,40.0,30.69,12492.5,844.0,0,0,4.0,2
841,2006,110,7.8,271940,53.0,22.49,62657.25,420.75,0,0,8.0,2
842,2013,101,7.0,97141,61.0,2.32,12677.333333333334,939.0,35149,71,8.0,1
843,2015,101,5.9,10220,59.0,0.01,9844.0,1179.5,0,0,5.0,1
844,2008,115,6.7,88260,50.0,26.81,36260.25,459.0,1178,0,10.333333333333334,2
845,2010,108,6.3,60133,27.0,0.09,0.0,0.0,0,0,10.0,1
846,2015,123,7.3,92378,0.0,10.14,32346.0,652.0,63408,37,7.666666666666667,1
847,2013,150,6.5,190855,0.0,89.29,48095.666666666664,798.3333333333334,21634,0,7.0,3
848,2013,92,4.8,37060,62.0,34.33,0.0,1101.5,0,0,10.5,2
849,2007,105,6.9,193491,0.0,80.05,26121.5,872.0,0,0,7.333333333333333,3
850,2012,123,5.9,64513,47.0,38.51,56910.0,349.5,0,114,9.0,2
851,2011,111,6.2,108544,52.0,38.18,832.0,540.5,2197,17,13.0,2
852,2016,124,7.4,6753,73.0,8.81,29673.0,911.5,0,0,10.666666666666666,1
853,2016,94,6.0,20966,37.0,59.57,1075.0,0.0,0,0,8.333333333333334,3
854,2011,120,7.6,108772,70.0,3.19,7274.333333333333,89.0,6655,0,5.0,1
855,2016,109,7.0,12048,44.0,61.69,29970.0,125.0,0,0,8.666666666666666,3
856,2014,118,5.3,27312,33.0,85.91,23324.333333333332,386.6666666666667,0,0,5.666666666666667,3
857,2007,133,7.4,95172,56.0,24.34,11300.5,1010.0,2853,0,9.666666666666666,2
858,2014,104,6.5,112729,30.0,82.39,0.0,1176.0,0,0,4.0,3
859,2015,111,6.8,21405,47.0,42.65,1722.0,918.0,0,0,5.5,2
860,2011,102,5.6,87904,31.0,21.56,41636.0,541.0,701,142,3.6666666666666665,2
861,2011,92,5.9,88000,50.0,42.58,0.0,0.0,0,0,10.5,2
862,2014,104,6.3,33688,30.0,23.39,9378.0,817.0,0,0,7.0,2
863,2014,128,7.5,67637,0.0,52.07,19804.75,883.0,1221,0,10.333333333333334,3
864,2009,92,6.6,129708,44.0,45.8,27016.0,806.0,0,0,3.0,2
865,2007,165,8.5,102697,42.0,1.2,3291.0,0.0,2062,0,10.0,1
866,2011,97,6.3,45419,0.0,6.92,13054.0,1040.3333333333333,0,0,6.0,1
867,2010,97,5.9,140900,37.0,60.13,8135.0,633.0,0,0,5.666666666666667,3
868,2012,88,6.7,164088,48.0,54.72,0.0,0.0,0,0,4.0,3
869,2007,94,5.5,73152,46.0,17.54,0.0,0.0,0,0,14.0,2
870,2008,98,6.2,70699,50.0,58.01,0.0,0.0,0,0,10.333333333333334,3
871,2016,87,5.3,12435,11.0,19.64,51766.5,403.5,6465,0,6.666666666666667,2
