,Year,Runtime (Minutes),Rating,Votes,Metascore,Revenue (Millions),imdb_avg_cast_pts,yga_avg_cast_rank,imdb_avg_director_pts,yga_avg_director_rank,genre_avg_rank,revenue_groups
0,2014,121,8.1,757074,76.0,333.13,28064.5,304.5,0,0,2.6666666666666665,4
1,2012,124,7.0,485820,65.0,126.46,23137.333333333332,784.6666666666666,70150,28,6.0,4
2,2016,117,7.3,157606,62.0,138.12,12445.0,1015.0,18353,30,10.5,4
3,2016,108,7.2,60545,59.0,270.32,38746.0,204.25,0,0,7.333333333333333,4
4,2016,123,6.2,393727,40.0,325.02,34086.75,465.0,10153,0,3.0,4
5,2016,103,6.1,56036,42.0,45.13,64122.333333333336,154.5,3587,0,3.0,2
6,2016,128,8.3,258682,93.0,151.06,31991.75,153.5,16062,0,8.0,4
7,2016,141,7.1,7188,78.0,8.01,7528.0,928.0,2128,0,5.333333333333333,1
8,2016,116,7.0,192177,41.0,100.01,35206.25,310.0,14580,0,5.0,3
9,2016,133,7.5,232072,66.0,234.02,15013.0,1158.0,0,0,5.666666666666667,4
10,2016,127,7.8,93103,74.0,169.27,16219.666666666666,400.3333333333333,3567,0,10.333333333333334,4
11,2016,133,7.9,323118,65.0,532.17,8110.5,940.0,0,0,2.6666666666666665,4
12,2016,107,7.7,118151,81.0,248.75,0.0,35.0,0,0,4.333333333333333,4
13,2016,109,6.4,8612,70.0,2.87,29337.5,480.0,584,0,3.0,1
14,2016,87,6.6,120259,61.0,368.31,3780.0,908.5,0,0,4.333333333333333,4
15,2016,139,8.2,211760,71.0,67.12,15097.0,1115.3333333333333,21893,0,10.333333333333334,3
16,2016,123,6.7,150823,58.0,162.16,50855.0,694.25,26241,0,4.5,4
17,2016,118,8.1,102061,69.0,51.69,23124.666666666668,608.0,2610,0,8.0,3
18,2016,116,8.0,340798,81.0,100.5,36605.75,349.3333333333333,29887,0,6.666666666666667,3
19,2016,120,6.7,19053,49.0,7.22,21856.0,502.5,1632,0,3.6666666666666665,1
20,2016,137,7.9,134213,96.0,47.7,31502.5,1026.6666666666667,3018,0,3.0,2
21,2016,92,6.5,38552,56.0,153.69,9567.0,668.5,0,0,4.333333333333333,4
22,2016,120,5.3,127553,32.0,103.14,16893.0,408.6666666666667,4571,0,2.6666666666666665,3
23,2015,159,8.3,76193,0.0,6.5,0.0,0.0,0,0,2.0,1
24,2016,99,4.7,523,0.0,0.01,1455.0,0.0,0,0,10.5,1
25,2016,100,6.2,66540,60.0,113.08,12167.0,502.5,0,0,4.0,3
26,2016,115,5.9,112813,36.0,54.65,34451.0,958.25,633,0,2.0,3
27,2016,111,6.3,48123,39.0,60.31,19155.0,410.5,1252,0,4.0,3
28,2016,116,7.5,126030,67.0,10.64,36209.75,594.6666666666666,4665,0,5.0,1
29,2016,144,7.1,275510,52.0,155.33,28125.0,801.0,17703,0,2.6666666666666665,4
30,2016,108,8.0,627797,65.0,363.02,7804.0,97.0,0,0,2.3333333333333335,4
31,2016,107,5.6,46165,49.0,26.84,8135.0,633.0,0,0,7.0,2
32,2016,147,7.9,411656,75.0,408.08,23593.75,446.75,0,0,2.6666666666666665,4
33,2014,169,8.6,1047747,74.0,187.99,50941.333333333336,323.0,143174,48,3.0,4
34,2016,115,7.6,293732,72.0,232.6,33934.666666666664,716.0,2962,0,3.0,4
35,2016,132,6.9,122853,54.0,93.38,38846.666666666664,348.0,13793,100,7.0,3
36,2016,89,6.3,120690,66.0,97.66,22935.666666666668,576.0,0,0,4.333333333333333,3
37,2016,111,7.5,135095,99.0,27.85,22922.0,1247.5,3247,0,3.0,2
38,2016,115,7.2,37033,66.0,12.79,29021.666666666668,104.0,5924,0,10.333333333333334,1
39,2016,99,6.3,279,57.0,4.21,7660.0,1403.0,0,0,3.0,1
40,2011,136,6.7,395025,45.0,241.06,48491.333333333336,546.5,11451,0,3.0,4
41,2016,132,7.3,17818,64.0,3.44,26476.666666666668,1071.5,4814,0,5.0,1
42,2016,122,7.1,164567,68.0,158.8,14554.0,712.3333333333334,0,0,2.6666666666666665,4
43,2015,136,8.1,661608,81.0,936.63,23577.0,1132.75,17412,0,3.0,4
44,2016,91,5.8,41362,23.0,30.35,7832.0,991.0,0,0,3.0,2
45,2016,118,5.6,20221,18.0,32.46,14794.0,290.75,3056,18,3.5,2
46,2014,101,7.2,321933,68.0,43.0,39085.0,126.0,12562,0,6.0,2
47,2008,152,9.0,1791916,82.0,533.32,86125.0,351.75,143174,48,4.666666666666667,4
48,2016,161,7.3,49190,79.0,7.08,21427.5,558.3333333333334,103526,11,6.333333333333333,1
49,2016,88,7.2,121103,71.0,89.21,0.0,0.0,0,0,10.0,3
50,2016,106,7.4,113322,51.0,56.23,682.0,1177.0,0,0,7.0,3
51,2016,117,7.0,3739,76.0,3.18,1905.0,1415.0,1955,0,6.0,1
52,2016,96,7.5,137608,74.0,125.07,60259.333333333336,606.6666666666666,56012,0,8.0,4
53,2016,151,6.7,472307,44.0,330.25,28555.5,509.25,0,0,2.6666666666666665,4
54,2016,112,6.5,102177,48.0,75.31,11078.75,835.0,7823,0,8.0,3
55,2015,125,4.1,244474,46.0,166.15,20787.0,790.0,0,0,7.0,4
56,2006,130,8.5,913152,66.0,53.08,85493.25,146.5,143174,48,6.666666666666667,3
57,2014,129,7.7,440209,58.0,128.25,58586.5,484.75,6283,0,2.3333333333333335,4
58,2016,133,7.4,39784,69.0,31.86,32100.5,462.3333333333333,7909,0,8.333333333333334,2
59,2015,120,8.1,632842,90.0,153.63,28043.0,745.75,3021,0,2.6666666666666665,4
60,2016,106,7.5,291,61.0,0.01,22114.666666666668,421.3333333333333,0,0,3.0,1
61,2016,107,7.2,89849,68.0,61.28,31320.0,74.5,7909,0,4.0,3
62,2016,124,7.1,78079,60.0,40.07,104378.5,880.0,63408,37,5.333333333333333,2
63,2016,108,7.5,39134,76.0,3.73,19314.5,518.0,5108,0,4.5,1
64,2016,97,6.8,43977,23.0,30.98,46395.25,308.5,3497,0,7.0,2
65,2016,108,8.1,296853,78.0,341.26,718.0,501.6666666666667,0,0,4.333333333333333,4
66,2007,169,7.1,498821,50.0,309.4,54496.0,487.75,21634,0,3.0,4
67,2012,143,8.1,1045588,69.0,623.28,31604.25,308.75,4151,78,3.5,4
68,2009,153,8.3,959065,69.0,120.52,58623.5,47.0,108315,9,7.666666666666667,4
69,2006,151,7.3,552027,53.0,423.03,58905.0,567.0,21634,0,3.0,4
70,2016,116,5.3,147717,60.0,128.34,12479.0,501.5,2839,0,4.0,4
71,2010,148,8.8,1583625,74.0,292.57,87493.66666666667,571.6666666666666,143174,48,2.6666666666666665,4
72,2016,118,7.9,105081,72.0,5.88,29869.0,677.0,0,0,3.5,1
73,2013,180,8.2,865134,75.0,116.87,64875.0,323.5,103526,11,8.666666666666666,4
74,2014,149,8.1,636243,79.0,167.74,25696.333333333332,436.75,83185,93,8.0,4
75,2015,137,7.2,301249,67.0,350.03,18008.5,182.0,6578,0,6.0,4
76,2015,124,7.0,455169,59.0,652.18,16474.0,600.5,0,0,2.6666666666666665,4
77,2016,129,6.4,27869,49.0,10.38,36418.666666666664,895.0,16143,0,6.0,1
78,2009,162,7.8,935408,83.0,760.51,25287.666666666668,543.75,35492,10,3.0,4
79,2015,187,7.8,341170,68.0,54.12,39269.0,277.0,108315,9,8.0,3
80,2016,128,7.4,162122,51.0,86.2,30320.0,663.3333333333334,7121,0,4.666666666666667,3
81,2013,153,8.1,431185,74.0,60.96,37706.25,465.0,29887,0,8.0,3
82,2016,123,7.0,187547,32.0,47.17,6738.666666666667,1220.3333333333333,9834,0,3.0,2
83,2011,146,8.1,342429,62.0,169.71,22585.0,427.75,7823,0,3.0,4
84,2016,114,7.1,106463,57.0,43.02,18262.5,912.5,30559,88,5.333333333333333,2
85,2015,141,7.4,516895,66.0,458.99,30506.0,238.25,4151,78,2.6666666666666665,4
86,2016,116,7.4,175067,70.0,36.25,63196.5,163.0,15787,0,5.0,2
87,2016,106,8.6,34110,79.0,4.68,0.0,0.0,0,0,5.666666666666667,1
88,2016,90,5.8,9247,62.0,0.15,0.0,0.0,0,0,10.333333333333334,1
89,2016,105,6.3,10181,77.0,1.29,16821.0,794.0,0,0,7.333333333333333,1
90,2006,151,8.5,937414,85.0,132.37,103158.5,56.0,103526,11,6.333333333333333,4
91,2015,132,7.0,108836,55.0,1.87,33162.5,1039.0,2492,136,8.333333333333334,1
92,2011,115,7.0,570814,57.0,181.02,33566.5,330.5,584,0,3.0,4
93,2015,144,8.0,556097,80.0,228.43,56906.25,676.0,70150,28,3.0,4
94,2015,116,7.3,202973,56.0,45.43,7314.25,1121.0,24047,47,2.3333333333333335,2
95,2016,102,7.7,115546,88.0,26.86,11292.0,604.0,626,0,6.333333333333333,2
96,2016,120,5.4,1954,40.0,1.66,91607.5,325.6666666666667,7650,0,4.0,1
97,2016,110,6.3,117590,44.0,126.59,24577.0,931.0,0,0,2.0,4
98,2014,108,7.7,339797,78.0,25.44,19310.0,1264.3333333333333,5722,0,6.666666666666667,2
99,2016,89,6.3,3712,44.0,10.16,1365.0,0.0,0,0,7.666666666666667,1
100,2013,134,8.1,486338,96.0,56.67,82232.66666666667,704.0,12290,0,10.333333333333334,3
101,2006,117,7.7,637104,52.0,210.59,5484.0,724.5,0,0,9.0,4
102,2011,130,8.1,590595,87.0,380.96,22488.666666666668,456.3333333333333,0,0,3.3333333333333335,4
103,2016,105,5.8,30761,42.0,54.73,6188.0,404.3333333333333,0,0,4.0,3
104,2016,118,6.2,50359,51.0,1.33,35258.5,451.0,8977,0,10.5,1
105,2016,161,8.8,48969,0.0,11.15,3291.0,0.0,0,0,6.0,1
106,2016,104,7.2,192968,76.0,71.9,15160.0,111.0,0,0,9.666666666666666,3
107,2016,97,7.4,157026,77.0,486.29,0.0,627.0,0,0,4.333333333333333,4
108,2016,127,6.7,101058,57.0,87.24,40819.333333333336,469.6666666666667,30153,12,4.666666666666667,3
109,2014,139,6.7,362093,48.0,150.83,26031.0,579.5,10853,0,6.0,4
110,2016,98,6.0,53183,51.0,46.01,18070.0,571.5,0,0,5.333333333333333,2
111,2012,164,8.5,1222645,78.0,448.13,90148.25,412.5,143174,48,4.5,4
112,2016,106,7.5,198243,77.0,364.0,32467.666666666668,297.6666666666667,2357,0,4.666666666666667,4
113,2014,165,5.7,255483,32.0,245.43,38722.0,444.5,11714,59,2.6666666666666665,4
114,2016,96,6.6,69651,58.0,38.56,11140.0,885.0,0,0,7.333333333333333,2
115,2008,108,6.4,153481,51.0,143.7,24904.25,308.6666666666667,3811,0,11.333333333333334,4
116,2015,156,8.0,499424,76.0,183.64,83335.0,695.3333333333334,0,0,3.6666666666666665,4
117,2016,139,7.3,50953,79.0,57.64,41495.5,144.0,1160,0,3.0,3
118,2014,125,6.0,109756,69.0,128.0,21136.25,389.75,11451,0,2.6666666666666665,4
119,2016,86,6.4,78328,59.0,55.12,2179.0,706.0,8427,0,8.0,3
120,2014,107,8.5,477276,88.0,13.09,18389.5,1299.0,16062,0,10.0,1
121,2013,130,7.1,318051,61.0,238.67,15124.0,269.25,0,0,6.0,4
122,2012,140,7.3,200090,68.0,21.38,42554.0,289.6666666666667,6582,0,6.333333333333333,2
123,2007,122,8.1,660286,91.0,74.27,37594.5,386.75,0,62,6.333333333333333,3
124,2013,143,7.3,386102,55.0,144.81,55672.25,498.3333333333333,13581,99,7.0,4
125,2010,138,8.1,855604,63.0,127.97,74717.25,304.3333333333333,103526,11,9.5,4
126,2009,127,8.0,526324,82.0,257.7,13094.25,497.3333333333333,17412,0,2.6666666666666665,4
127,2010,94,6.2,34184,56.0,64.0,0.0,0.0,0,0,7.0,3
128,2015,130,7.8,246360,81.0,70.24,93440.0,172.5,4476,108,6.666666666666667,3
129,2015,118,8.2,224132,86.0,14.68,9715.0,895.0,4804,0,3.0,1
130,2012,165,8.4,1039115,81.0,162.8,67666.25,385.25,108315,9,10.5,4
131,2016,144,8.1,33418,84.0,2.01,0.0,0.0,0,0,8.666666666666666,1
132,2016,104,7.4,47694,77.0,14.26,5022.0,909.0,0,0,3.5,1
133,2009,162,7.6,410249,56.0,107.5,9125.0,1247.5,0,0,5.666666666666667,3
134,2007,113,7.6,442082,76.0,121.46,14928.5,743.6666666666666,0,0,4.0,4
135,2016,121,6.2,97623,42.0,34.26,34243.75,912.5,32144,4,4.0,2
136,2016,117,6.4,50853,66.0,55.47,13679.0,1409.0,131784,1,5.666666666666667,3
137,2012,142,7.2,735604,68.0,408.0,32683.0,394.3333333333333,13556,0,4.333333333333333,4
138,2016,88,5.8,4299,65.0,0.2,14860.0,0.0,0,0,3.0,1
139,2015,121,7.6,243230,82.0,46.88,29540.333333333332,700.3333333333334,29887,0,4.666666666666667,2
140,2007,94,4.7,97618,29.0,41.8,0.0,0.0,0,0,7.0,2
141,2013,131,7.0,400519,64.0,101.79,1771.5,1016.75,14402,0,2.6666666666666665,3
142,2011,118,7.4,396714,68.0,84.24,42864.25,168.5,8750,0,6.0,3
143,2010,112,7.5,291457,69.0,31.49,7760.5,1066.5,18390,0,4.0,2
144,2007,121,7.9,373244,81.0,23.62,19576.0,1043.3333333333333,18390,0,6.0,2
145,2016,90,7.0,6946,63.0,1.8,28804.75,1129.6666666666667,0,0,5.0,1
146,2014,132,8.0,552298,74.0,233.91,20267.0,317.0,17703,0,2.6666666666666665,4
147,2016,118,6.1,78043,47.0,58.4,69889.0,799.5,19428,0,4.0,3
148,2006,144,8.0,495106,80.0,167.01,26550.75,659.0,8030,0,3.3333333333333335,4
149,2008,122,5.2,361449,56.0,191.45,17026.0,983.3333333333334,0,0,6.666666666666667,4
150,2016,129,6.5,156567,46.0,65.03,35954.0,586.0,0,0,2.3333333333333335,3
151,2015,109,7.3,39723,51.0,33.31,19282.75,255.66666666666666,1777,0,10.333333333333334,2
152,2016,144,7.3,76935,48.0,52.82,0.0,500.0,11714,59,6.666666666666667,3
153,2015,148,6.8,308981,60.0,200.07,52803.25,621.0,40712,83,3.3333333333333335,4
154,2014,118,7.9,332476,76.0,32.28,32925.666666666664,341.6666666666667,6310,0,6.333333333333333,2
155,2016,101,7.9,72778,84.0,48.02,47371.333333333336,316.3333333333333,0,0,6.333333333333333,2
156,2013,126,8.0,390531,90.0,25.56,42400.75,471.5,13809,75,6.333333333333333,2
157,2013,102,7.5,451894,74.0,400.74,3590.0,902.0,0,0,4.333333333333333,4
158,2015,130,6.5,143069,60.0,93.42,60087.0,127.0,5771,0,4.333333333333333,3
159,2014,130,7.6,337777,79.0,208.54,58936.5,851.3333333333334,0,0,2.0,4
160,2008,107,7.0,321442,71.0,110.42,21918.666666666668,103.0,5965,0,3.0,3
161,2016,134,7.4,137203,65.0,102.46,19160.666666666668,1111.5,6578,0,11.0,3
162,2015,117,7.3,368912,64.0,180.19,9693.0,417.0,3824,0,2.3333333333333335,4
163,2016,118,6.7,43086,59.0,24.09,11410.666666666666,1315.0,2687,0,7.5,2
164,2015,92,6.8,101781,83.0,25.14,0.0,1180.0,2044,0,13.0,2
165,2015,105,7.0,117018,67.0,201.15,33253.0,736.3333333333334,584,0,6.333333333333333,4
166,2016,124,8.0,22389,85.0,3.4,2924.0,0.0,5242,0,5.0,1
167,2016,113,6.3,11944,53.0,1.72,0.0,1392.0,18329,41,11.0,1
168,2015,119,6.6,97454,66.0,31.06,18437.0,1029.0,14402,0,7.666666666666667,2
169,2011,100,7.8,461509,78.0,35.05,37555.666666666664,679.25,8977,0,6.0,2
170,2015,125,6.3,106364,75.0,110.01,9715.0,810.0,0,42,6.0,3
171,2016,133,7.2,27382,60.0,12.53,25005.333333333332,924.6666666666666,6582,0,7.0,1
172,2015,128,8.1,268282,93.0,44.99,34281.0,386.5,7462,0,9.0,2
173,2016,92,5.8,22107,48.0,3.91,15431.0,1116.5,0,0,8.666666666666666,1
174,2011,140,8.2,355722,71.0,13.65,30668.0,565.0,7121,0,7.0,1
175,2011,124,6.9,547368,66.0,176.64,33985.75,607.0,0,0,2.6666666666666665,4
176,2007,148,8.1,459304,73.0,18.35,21535.0,916.6666666666666,9034,0,5.666666666666667,2
177,2014,114,8.1,532353,73.0,91.12,31377.666666666668,511.0,14580,0,7.666666666666667,3
178,2016,107,6.3,97082,52.0,127.38,19296.0,435.6666666666667,0,0,5.0,4
179,2014,113,7.9,471815,71.0,100.19,38076.75,597.75,7058,140,2.6666666666666665,3
180,2016,146,6.5,12193,47.0,8.1,0.0,0.0,21634,0,7.666666666666667,1
181,2016,134,7.3,79855,58.0,21.48,27130.25,1000.6666666666666,18137,19,7.666666666666667,2
182,2008,126,7.9,737719,79.0,318.3,29442.75,296.75,2357,0,2.6666666666666665,4
183,2016,120,5.7,70504,33.0,66.0,20934.0,627.6666666666666,2650,0,5.0,3
184,2011,132,7.8,550011,65.0,146.41,34747.75,484.25,6283,0,2.6666666666666665,4
185,2016,99,7.5,5435,81.0,0.51,0.0,0.0,0,0,8.5,1
186,2016,118,7.5,26089,90.0,2.14,6875.0,670.0,7345,0,6.0,1
187,2011,125,6.8,227912,75.0,169.08,10096.333333333334,575.25,2839,0,7.5,4
188,2015,114,6.1,161396,43.0,155.18,0.0,608.0,0,0,2.0,4
189,2012,94,5.3,114290,63.0,14.12,979.0,830.0,0,0,3.0,1
190,2007,144,7.1,531112,61.0,318.76,15369.0,711.0,11714,59,2.6666666666666665,4
191,2013,112,7.0,443584,54.0,206.36,32253.5,425.3333333333333,0,0,3.0,4
192,2016,126,5.5,73568,25.0,31.14,4034.0,292.0,7129,0,3.0,2
193,2014,136,7.8,542362,70.0,259.75,35130.25,197.75,0,0,2.6666666666666665,4
194,2016,104,5.7,7044,41.0,33.04,43965.0,0.0,0,0,2.3333333333333335,2
195,2010,117,7.7,456749,66.0,48.04,13964.333333333334,55.0,6283,0,3.0,2
196,2015,96,6.7,61098,51.0,9.24,22915.0,816.0,0,0,2.6666666666666665,1
197,2006,117,7.1,283445,73.0,244.05,26108.0,429.0,17414,0,4.333333333333333,4
198,2014,100,6.9,136399,83.0,14.67,0.0,0.0,0,0,13.0,1
199,2011,158,7.8,348551,71.0,102.52,32000.0,528.6666666666666,83185,93,8.0,3
200,2013,110,7.0,334867,44.0,150.37,10524.0,627.25,0,0,6.5,4
201,2016,163,7.0,19660,79.0,0.66,8521.5,872.0,812,0,3.0,1
202,2015,119,7.1,121313,82.0,8.7,16832.5,691.6666666666666,6982,0,6.0,1
203,2010,107,6.4,179450,51.0,52.0,29973.25,667.6666666666666,0,0,2.6666666666666665,3
204,2014,97,7.0,268877,56.0,241.41,14458.0,825.0,2887,0,4.333333333333333,4
205,2006,118,8.2,498879,98.0,37.62,8836.75,0.0,14402,0,9.333333333333334,2
206,2016,95,5.2,3305,50.0,0.0,8090.333333333333,744.5,0,0,6.333333333333333,1
207,2006,139,7.8,247926,68.0,50.86,0.0,0.0,21893,0,2.0,3
208,2015,131,7.4,257472,75.0,195.0,33044.25,826.75,0,0,3.3333333333333335,4
209,2016,114,6.1,66766,35.0,47.95,26093.5,400.25,0,0,2.0,2
210,2012,102,8.0,377336,67.0,17.74,11418.333333333334,786.5,2327,0,7.0,2
211,2016,100,6.8,41446,81.0,13.96,24486.25,953.5,826,0,10.333333333333334,1
212,2016,85,3.9,4895,31.0,2.41,7832.0,558.0,0,0,8.0,1
213,2014,99,8.1,530881,88.0,59.07,36526.75,810.5,27844,73,2.6666666666666665,3
214,2013,125,5.9,96852,35.0,26.62,17302.0,1078.0,7580,0,4.666666666666667,2
215,2014,134,7.6,332234,64.0,85.71,48846.25,721.0,10153,0,8.0,3
216,2015,95,8.2,416689,94.0,356.45,0.0,734.5,0,0,4.333333333333333,4
217,2016,90,5.8,1109,48.0,9.4,25801.0,891.5,0,0,4.333333333333333,1
218,2015,126,6.5,205365,38.0,89.73,13755.0,883.0,0,0,2.6666666666666665,3
219,2010,118,5.9,148949,47.0,88.76,5688.5,1324.0,22925,80,5.666666666666667,3
220,2012,158,7.6,257426,63.0,148.78,39242.0,261.75,16025,0,11.333333333333334,4
221,2006,109,7.9,382910,84.0,35.29,63817.0,534.25,14845,0,5.0,2
222,2016,119,7.4,14708,83.0,5.66,16343.5,1010.0,1076,0,3.5,1
223,2015,119,7.1,188017,75.0,110.82,20269.75,446.5,2839,0,5.0,3
224,2011,112,8.6,557965,57.0,13.18,10664.0,1290.0,10299,0,6.666666666666667,1
225,2016,92,4.9,178,50.0,0.32,24357.0,350.0,0,0,6.0,1
226,2009,94,7.3,50946,73.0,0.11,0.0,0.0,6982,0,5.0,1
227,2015,147,7.9,139831,72.0,161.03,676.0,0.0,5416,0,10.333333333333334,4
228,2014,142,6.7,342183,53.0,202.85,32199.0,419.0,0,0,2.6666666666666665,4
229,2013,112,7.5,330305,68.0,137.39,16037.75,1095.3333333333333,6578,0,11.0,4
230,2009,100,7.8,611563,73.0,277.31,29569.75,648.6666666666666,30559,88,4.0,4
231,2012,131,5.8,210349,41.0,65.17,32907.0,28.0,7909,0,2.6666666666666665,3
232,2011,105,7.6,422290,68.0,176.74,15655.0,939.0,0,0,3.3333333333333335,4
233,2016,81,6.4,69823,58.0,67.24,16488.0,1226.3333333333333,0,0,14.0,3
234,2016,118,7.1,664,76.0,2.27,15352.333333333334,479.5,0,0,5.0,1
235,2014,119,7.8,440299,88.0,42.34,42179.5,437.3333333333333,0,0,6.0,2
236,2010,108,8.0,581518,79.0,106.95,34390.25,499.25,30689,113,5.0,3
237,2014,108,6.2,21715,79.0,4.4,0.0,1077.0,0,0,3.5,1
238,2013,117,7.0,90556,64.0,0.79,20299.333333333332,872.0,7514,0,3.0,1
239,2016,112,6.0,59312,40.0,0.54,25959.0,577.75,0,0,2.3333333333333335,1
240,2015,99,4.9,53441,53.0,0.03,26670.0,659.5,0,0,8.0,1
241,2016,102,6.0,75137,18.0,35.54,151313.0,294.5,0,0,4.0,2
242,2012,172,7.5,298651,55.0,27.1,49487.25,418.25,10146,0,4.0,2
243,2009,107,6.7,388447,40.0,179.88,19032.5,263.0,1273,0,2.6666666666666665,4
244,2012,143,7.8,547386,81.0,304.36,35074.5,447.0,40712,83,3.3333333333333335,4
245,2012,169,7.9,668651,58.0,303.0,18411.0,966.75,16153,27,3.5,4
246,2012,110,7.2,432046,69.0,138.45,15848.666666666666,604.3333333333334,0,0,5.0,4
247,2016,106,8.0,52144,79.0,3.23,0.0,0.0,4572,133,8.0,1
248,2013,124,7.0,410125,54.0,89.02,64152.0,242.5,0,0,5.0,3
249,2014,112,7.1,280110,71.0,191.62,18915.5,459.0,0,0,5.0,4
250,2007,157,7.7,329683,78.0,33.05,53101.333333333336,180.0,83185,93,9.0,2
251,2016,117,7.0,36312,83.0,3.37,0.0,0.0,18652,0,4.0,1
252,2013,130,7.2,591023,62.0,408.99,38729.0,497.25,15787,0,2.6666666666666665,4
253,2013,115,7.3,492324,50.0,117.7,44225.333333333336,386.3333333333333,10094,0,9.333333333333334,4
254,2009,128,7.6,501769,57.0,209.02,40873.0,545.5,24047,47,4.0,4
255,2015,119,7.0,110773,66.0,12.71,14426.25,1218.3333333333333,16025,0,9.0,1
256,2014,98,6.0,122838,47.0,72.66,28101.5,478.0,3970,125,1.5,3
257,2011,110,6.1,204874,33.0,36.38,16402.0,1164.0,0,0,4.0,2
258,2016,105,5.8,30405,34.0,14.9,26377.5,789.75,0,0,3.0,1
259,2015,127,5.3,150121,40.0,47.38,13154.666666666666,694.5,17471,0,2.6666666666666665,2
260,2016,95,5.8,26508,47.0,17.36,32088.333333333332,540.6666666666666,0,0,5.0,2
261,2016,118,7.5,58782,72.0,2.13,0.0,0.0,0,0,6.333333333333333,1
262,2012,112,7.2,226631,66.0,65.0,18070.0,777.3333333333334,0,0,10.666666666666666,3
263,2016,92,5.7,76327,58.0,55.29,11864.666666666666,639.0,3075,0,4.0,3
264,2013,143,7.1,577010,55.0,291.02,21475.0,726.5,0,0,3.0,4
265,2016,111,6.6,20514,26.0,18.71,0.0,1284.6666666666667,0,0,7.0,2
266,2016,94,5.7,34523,34.0,64.06,0.0,374.0,0,0,4.333333333333333,3
267,2006,109,6.8,302268,62.0,124.73,37942.666666666664,179.66666666666666,3497,0,3.5,4
268,2016,127,7.1,43929,66.0,15.43,22630.666666666668,718.3333333333334,2751,0,8.333333333333334,2
269,2007,158,8.1,400682,92.0,40.22,28885.5,871.5,17949,0,9.0,2
270,2014,132,7.2,249425,57.0,101.53,25025.666666666668,3.0,13793,100,6.0,3
271,2013,121,7.5,218996,60.0,125.07,17835.5,891.6666666666666,7909,0,6.0,4
272,2012,95,7.0,295554,72.0,42.04,19167.0,182.0,0,0,14.0,2
273,2008,97,5.5,67033,55.0,48.24,19147.5,533.6666666666666,0,0,7.5,2
274,2010,104,6.4,105619,46.0,31.58,0.0,1382.0,0,0,7.5,2
275,2014,148,6.7,69509,81.0,8.09,39964.666666666664,318.6666666666667,17949,0,5.333333333333333,1
276,2016,113,6.2,57207,34.0,77.04,50212.25,517.25,0,0,5.666666666666667,3
277,2006,104,6.0,193479,45.0,62.49,0.0,0.0,0,0,6.0,3
278,2016,110,6.1,59886,51.0,46.81,1211.0,845.5,0,0,7.5,2
279,2009,129,7.7,237221,53.0,255.95,34423.0,13.0,5924,0,10.666666666666666,4
280,2013,180,7.8,103150,88.0,2.2,52174.0,0.0,1824,0,7.0,1
281,2014,93,6.8,132580,86.0,0.92,0.0,0.0,0,0,8.5,1
282,2014,144,7.4,385598,59.0,255.11,34949.5,786.25,16153,27,3.5,4
283,2007,138,7.5,385325,71.0,292.0,26325.75,649.0,0,0,5.666666666666667,4
284,2013,126,7.0,199048,84.0,4.56,26243.0,775.75,16113,0,3.3333333333333335,1
285,2016,112,5.2,73093,33.0,34.91,12900.0,0.0,0,0,2.6666666666666665,2
286,2015,94,6.2,81429,55.0,65.07,0.0,0.0,18353,30,8.333333333333334,3
287,2011,131,7.3,300803,66.0,209.81,15124.0,166.66666666666666,0,0,6.0,4
288,2006,104,6.5,95960,48.0,65.27,12284.0,392.0,3275,0,9.666666666666666,3
289,2016,84,6.4,616,74.0,0.01,1674.0,1275.0,0,0,3.0,1
290,2008,114,7.3,203096,53.0,5.69,19765.666666666668,662.25,24047,47,6.0,1
291,2011,109,6.7,319025,53.0,37.55,25121.75,872.0,7580,0,4.666666666666667,2
292,2010,120,7.7,510100,95.0,96.92,14646.5,936.6666666666666,83185,93,8.0,3
293,2015,106,6.0,71149,34.0,27.36,22025.5,295.5,0,0,3.0,2
294,2015,110,6.0,37975,36.0,5.77,16464.0,850.6666666666666,0,0,7.333333333333333,1
295,2016,103,7.4,12643,54.0,0.04,0.0,0.0,2027,0,6.666666666666667,1
296,2015,95,7.0,62885,79.0,3.22,5465.5,21.0,0,0,10.0,1
297,2015,133,5.4,43085,51.0,7.1,22679.5,233.5,22227,0,8.0,1
298,2016,87,6.9,34248,56.0,72.66,6188.0,436.3333333333333,3075,0,4.333333333333333,3
299,2014,133,7.3,353305,72.0,350.12,30202.5,638.0,56012,0,6.0,4
300,2013,117,8.0,352801,84.0,27.3,41741.0,335.3333333333333,7942,0,8.0,2
301,2012,150,7.4,207497,86.0,182.2,35282.75,561.75,131784,1,10.333333333333334,4
302,2013,123,8.1,339722,75.0,26.9,19357.5,381.5,32144,4,6.0,2
303,2012,122,7.8,564364,81.0,132.09,86248.66666666667,485.0,22172,107,6.0,4
304,2014,126,7.8,271301,69.0,124.87,11377.5,935.0,0,0,7.0,4
305,2014,117,6.5,93764,31.0,46.28,6544.5,57.0,0,0,7.5,2
306,2009,107,6.6,217464,46.0,155.02,15124.0,347.3333333333333,0,0,6.0,4
307,2012,119,7.4,452369,84.0,66.47,52234.75,607.25,6716,0,4.666666666666667,3
308,2013,131,6.4,173320,52.0,73.1,28588.0,381.0,4571,0,4.0,3
